time [ms], ACyl_LC [bar], ACyl_SC [bar], Swing_L [bar], Swing_R [bar], BCyl_LC [bar], BCyl_SC [bar], KCyl_LC [bar], KCyl_SC [bar], Body_Pitch_Angle [rad], Body_Roll_Angle [rad], Boom_Joint_Angle [rad], Arm_Joint_Angle [rad], Bkt_Joint_Angle [rad], Swing_Angle [rad], Boom_Joint_Rate [rad/s], Arm_Joint_Rate [rad/s], Bkt_Joint_Rate [rad/s], Swing_Rate [rad/s], GPS_Easting [m], GPS_Northing [m], GPS_Elevation [m], GPS_Latitude [deg], GPS_Longitude [deg], GPS_Sea_Level [m]
3388.242241, 3.300000, 3.200000, 0.000000, 0.000000, 5.100000, 4.100000, 2.700000, 3.600000, -0.010298, 0.004189, -1.008255, 0.539503, -0.650135, -0.937417, -1.048585, 0.561083, -0.676141, -0.974913, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3388.341259, 5.700000, 3.900000, 0.000000, 0.000000, 3.500000, 2.900000, 4.000000, 8.500000, -0.010298, 0.004189, -1.008255, 0.539678, -0.649961, -0.937417, -3.880411, 2.076535, -2.501955, -3.607780, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3388.440272, 4.400000, 4.800000, 0.000000, 0.000000, 3.700000, 2.900000, 3.200000, 4.800000, -0.010298, 0.004189, -1.008255, 0.539852, -0.649961, -0.937417, -6.842062, 3.661944, -4.411174, -6.361350, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3388.539302, 5.000000, 3.700000, 0.000000, 0.000000, 4.200000, 4.000000, 3.300000, 5.400000, -0.010298, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -8.726750, 4.671236, -5.625932, -8.113622, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3388.639313, 5.200000, 3.500000, 0.000000, 0.000000, 5.500000, 4.200000, 4.300000, 7.700000, -0.010298, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, -9.743755, 5.215588, -6.281384, -9.059174, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3388.738318, 4.000000, 4.300000, 0.000000, 0.000000, 4.400000, 3.800000, 3.800000, 5.600000, -0.010298, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, -10.082601, 5.396399, -6.499700, -9.374212, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3388.837334, 6.200000, 4.300000, 0.000000, 0.000000, 5.600000, 2.100000, 4.200000, 6.400000, -0.010298, 0.004189, -1.008255, 0.539503, -0.649961, -0.937417, -9.910428, 5.303668, -6.388622, -9.214136, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3388.937323, 5.700000, 3.600000, 0.000000, 0.000000, 3.100000, 3.900000, 3.700000, 6.700000, -0.010298, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -9.371013, 5.014742, -6.040830, -8.712619, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3389.036344, 3.800000, 5.100000, 0.000000, 0.000000, 4.000000, 4.100000, 3.000000, 5.600000, -0.010298, 0.004363, -1.008255, 0.539678, -0.649786, -0.937417, -8.585011, 4.594296, -5.533918, -7.981841, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3389.135353, 4.800000, 6.400000, 0.000000, 0.000000, 4.000000, 4.200000, 4.300000, 5.500000, -0.010298, 0.004363, -1.008255, 0.539503, -0.649786, -0.937417, -7.651114, 4.094654, -4.931374, -7.113557, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3389.234373, 5.900000, 4.800000, 0.000000, 0.000000, 4.400000, 5.900000, 4.100000, 5.300000, -0.010298, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, -6.647795, 3.557454, -4.284252, -6.180730, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3389.334379, 4.400000, 5.500000, 0.000000, 0.000000, 3.900000, 3.500000, 3.400000, 5.800000, -0.010298, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -5.635451, 3.015501, -3.631817, -5.239511, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3389.433393, 6.400000, 3.100000, 0.000000, 0.000000, 3.700000, 3.800000, 2.800000, 4.500000, -0.010298, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -4.658708, 2.493032, -3.002513, -4.331393, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3389.532405, 4.400000, 4.200000, 0.000000, 0.000000, 4.800000, 4.200000, 5.700000, 4.600000, -0.010298, 0.004363, -1.008255, 0.539852, -0.649961, -0.937417, -3.748780, 2.006622, -2.416217, -3.485395, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3389.631434, 3.600000, 4.400000, 0.000000, 0.000000, 5.100000, 3.500000, 4.100000, 5.700000, -0.010298, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -2.925751, 1.566736, -1.885882, -2.720192, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3389.730509, 6.100000, 5.700000, 0.000000, 0.000000, 6.000000, 3.700000, 5.400000, 6.200000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -2.200715, 1.178915, -1.418664, -2.046095, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3389.830455, 5.800000, 4.100000, 0.000000, 0.000000, 4.600000, 4.400000, 4.400000, 6.500000, -0.010298, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, -1.577711, 0.845236, -1.017175, -1.466862, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3389.929466, 4.000000, 3.900000, 0.000000, 0.000000, 5.200000, 4.500000, 4.200000, 5.000000, -0.010298, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, -1.055445, 0.565137, -0.680588, -0.981290, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3390.029461, 6.500000, 4.500000, 0.000000, 0.000000, 5.200000, 4.800000, 4.300000, 6.100000, -0.010298, 0.004363, -1.008255, 0.539852, -0.650135, -0.937417, -0.628769, 0.336524, -0.405771, -0.584592, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3390.128489, 5.200000, 6.200000, 0.000000, 0.000000, 5.000000, 4.400000, 4.200000, 5.600000, -0.010298, 0.004363, -1.008255, 0.539852, -0.650135, -0.937417, -0.289924, 0.155715, -0.187857, -0.269554, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3390.227520, 4.300000, 3.100000, 0.000000, 0.000000, 4.900000, 4.200000, 3.800000, 5.700000, -0.010298, 0.004363, -1.008255, 0.539678, -0.650135, -0.937417, -0.029562, 0.016925, -0.020538, -0.027485, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3390.327504, 5.500000, 5.700000, 0.000000, 0.000000, 3.700000, 3.200000, 3.900000, 5.000000, -0.010123, 0.004363, -1.008255, 0.539678, -0.650135, -0.937417, 0.162438, -0.085836, 0.102913, 0.151025, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3390.426521, 3.800000, 4.600000, 0.000000, 0.000000, 4.100000, 4.500000, 5.500000, 5.600000, -0.010298, 0.004363, -1.008255, 0.539678, -0.650135, -0.937417, 0.296342, -0.157731, 0.189074, 0.275522, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3390.525535, 4.200000, 3.600000, 0.000000, 0.000000, 3.800000, 4.900000, 5.000000, 3.600000, -0.010298, 0.004363, -1.008255, 0.539678, -0.650135, -0.937417, 0.382097, -0.203831, 0.244320, 0.355251, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3390.624568, 6.300000, 3.800000, 0.000000, 0.000000, 5.900000, 6.000000, 5.700000, 4.800000, -0.010123, 0.004363, -1.008255, 0.539852, -0.650135, -0.937417, 0.428996, -0.228928, 0.274610, 0.398855, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3390.724554, 3.900000, 4.700000, 0.000000, 0.000000, 6.400000, 3.400000, 2.900000, 3.100000, -0.010298, 0.004363, -1.008255, 0.539852, -0.650135, -0.937417, 0.445469, -0.237406, 0.285353, 0.414171, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3390.823573, 5.600000, 5.800000, 0.000000, 0.000000, 7.300000, 4.000000, 4.200000, 5.000000, -0.010298, 0.004363, -1.008255, 0.539678, -0.650135, -0.937417, 0.438963, -0.233718, 0.281325, 0.408123, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3390.922594, 4.600000, 5.500000, 0.000000, 0.000000, 4.500000, 5.800000, 3.800000, 5.500000, -0.010298, 0.004363, -1.008255, 0.539678, -0.650135, -0.937417, 0.415892, -0.221634, 0.266642, 0.386672, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3391.021632, 4.000000, 5.500000, 0.000000, 0.000000, 3.500000, 4.200000, 3.200000, 4.700000, -0.010298, 0.004363, -1.008255, 0.539678, -0.650135, -0.937417, 0.381645, -0.203719, 0.244765, 0.354831, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3391.120689, 6.300000, 4.500000, 0.000000, 0.000000, 3.800000, 4.100000, 3.100000, 6.000000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, 0.340637, -0.182097, 0.218710, 0.316704, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3391.219701, 5.600000, 3.800000, 0.000000, 0.000000, 6.100000, 6.900000, 5.600000, 4.500000, -0.010123, 0.004363, -1.008255, 0.539852, -0.649961, -0.937417, 0.296386, -0.158481, 0.190864, 0.275563, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3391.319645, 5.000000, 2.700000, 0.000000, 0.000000, 3.500000, 3.900000, 2.400000, 6.000000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, 0.251604, -0.134385, 0.162683, 0.233927, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3391.418667, 4.400000, 3.600000, 0.000000, 0.000000, 4.400000, 4.700000, 2.600000, 4.400000, -0.010123, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, 0.208301, -0.111491, 0.135250, 0.193666, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3391.517727, 4.600000, 4.300000, 0.000000, 0.000000, 5.200000, 5.300000, 2.400000, 6.500000, -0.010123, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, 0.167886, -0.090614, 0.109511, 0.156091, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3391.616731, 4.900000, 4.000000, 0.000000, 0.000000, 4.800000, 3.400000, 3.700000, 5.000000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, 0.131273, -0.071538, 0.086085, 0.122050, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3391.715734, 4.200000, 4.600000, 0.000000, 0.000000, 3.700000, 3.700000, 2.300000, 3.400000, -0.009949, 0.004363, -1.008255, 0.539852, -0.649961, -0.937417, 0.098973, -0.054032, 0.065331, 0.092020, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3391.814747, 4.500000, 4.600000, 0.000000, 0.000000, 4.300000, 5.600000, 3.100000, 5.200000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, 0.071180, -0.038588, 0.047400, 0.066179, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3391.914747, 5.400000, 3.800000, 0.000000, 0.000000, 4.700000, 4.500000, 2.600000, 6.000000, -0.010123, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, 0.047847, -0.026027, 0.032286, 0.044486, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3392.014766, 4.600000, 5.200000, 0.000000, 0.000000, 3.300000, 4.600000, 4.000000, 4.900000, -0.010123, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, 0.028756, -0.016285, 0.019865, 0.026736, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3392.113781, 3.500000, 4.700000, 0.000000, 0.000000, 4.200000, 5.400000, 3.700000, 4.900000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, 0.013569, -0.008468, 0.009936, 0.012616, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3392.213769, 4.100000, 3.000000, 0.000000, 0.000000, 4.100000, 3.300000, 3.400000, 3.100000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, 0.001876, -0.002022, 0.002247, 0.001744, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3392.312782, 5.800000, 3.600000, 0.000000, 0.000000, 3.800000, 2.600000, 4.000000, 6.000000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -0.006770, 0.002967, -0.003481, -0.006295, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3392.411794, 3.700000, 4.400000, 0.000000, 0.000000, 4.900000, 2.600000, 3.400000, 7.000000, -0.010123, 0.004363, -1.008255, 0.539678, -0.650135, -0.937417, -0.012823, 0.006499, -0.007713, -0.011922, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3392.510814, 4.800000, 4.500000, 0.000000, 0.000000, 5.100000, 2.800000, 3.700000, 3.700000, -0.010123, 0.004363, -1.008255, 0.539503, -0.650135, -0.937417, -0.016723, 0.008634, -0.010857, -0.015548, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3392.610823, 4.200000, 6.900000, 0.000000, 0.000000, 3.900000, 5.000000, 4.400000, 4.800000, -0.010123, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, -0.018883, 0.009473, -0.012708, -0.017556, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3392.709838, 4.300000, 3.400000, 0.000000, 0.000000, 4.600000, 3.700000, 3.300000, 5.900000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -0.019678, 0.009693, -0.013170, -0.018296, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3392.808932, 4.900000, 3.800000, 0.000000, 0.000000, 6.000000, 3.200000, 4.000000, 5.900000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649786, -0.937417, -0.019441, 0.009815, -0.012596, -0.018075, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3392.908826, 5.700000, 6.000000, 0.000000, 0.000000, 3.700000, 2.200000, 6.300000, 5.200000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -0.018456, 0.009676, -0.011467, -0.017159, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3393.007893, 3.700000, 5.900000, 0.000000, 0.000000, 2.900000, 3.300000, 3.400000, 6.200000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -0.016964, 0.009172, -0.010345, -0.015773, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3393.106899, 3.400000, 5.600000, 0.000000, 0.000000, 2.800000, 4.200000, 4.200000, 4.800000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -0.015164, 0.008419, -0.009274, -0.014099, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3393.205916, 6.300000, 3.900000, 0.000000, 0.000000, 5.900000, 3.900000, 6.000000, 5.100000, -0.010123, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, -0.013213, 0.007335, -0.008102, -0.012285, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3393.305905, 6.000000, 4.900000, 0.000000, 0.000000, 3.800000, 4.700000, 6.300000, 7.200000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -0.011232, 0.006052, -0.006905, -0.010443, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3393.404919, 5.000000, 4.600000, 0.000000, 0.000000, 4.800000, 3.900000, 3.300000, 5.600000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -0.009313, 0.005042, -0.005741, -0.008658, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3393.503938, 5.600000, 4.900000, 0.000000, 0.000000, 4.200000, 4.600000, 3.800000, 6.900000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -0.007518, 0.004274, -0.004648, -0.006990, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3393.602967, 5.900000, 5.000000, 0.000000, 0.000000, 4.900000, 5.200000, 3.100000, 6.300000, -0.010123, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -0.005889, 0.003533, -0.003653, -0.005476, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3393.702989, 6.600000, 5.300000, 0.000000, 0.000000, 5.300000, 3.100000, 3.500000, 3.100000, -0.010123, 0.004363, -1.008430, 0.539852, -0.649961, -0.937417, -0.004632, 0.003024, -0.002772, -0.004138, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3393.802961, 4.100000, 4.300000, 0.000000, 0.000000, 6.300000, 2.800000, 2.500000, 3.900000, -0.010123, 0.004363, -1.008255, 0.539852, -0.650135, -0.937417, -0.003701, 0.002889, -0.002192, -0.002985, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3393.901999, 7.800000, 4.200000, 0.000000, 0.000000, 3.300000, 5.900000, 3.200000, 6.700000, -0.010298, 0.004363, -1.008255, 0.539852, -0.650135, -0.937417, -0.002681, 0.002850, -0.002040, -0.002016, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3394.001935, 6.900000, 4.500000, 0.000000, 0.000000, 3.700000, 3.900000, 6.000000, 5.300000, -0.010298, 0.004363, -1.008255, 0.539852, -0.649961, -0.937417, -0.001641, 0.002704, -0.001843, -0.001222, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3394.100992, 6.000000, 6.400000, 0.000000, 0.000000, 4.300000, 4.200000, 4.400000, 5.200000, -0.010298, 0.004363, -1.008255, 0.539678, -0.650135, -0.937417, -0.000810, 0.002302, -0.001439, -0.000589, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3394.200978, 7.800000, 5.500000, 0.000000, 0.000000, 4.900000, 4.800000, 3.900000, 4.800000, -0.010298, 0.004363, -1.008255, 0.539678, -0.650135, -0.937417, -0.000167, 0.001548, -0.001266, -0.000101, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3394.301002, 4.100000, 4.200000, 0.000000, 0.000000, 4.800000, 5.200000, 4.300000, 6.000000, -0.010298, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, 0.000311, 0.000749, -0.001087, 0.000261, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3394.400049, 5.400000, 3.900000, 0.000000, 0.000000, 5.500000, 5.500000, 4.300000, 3.700000, -0.010298, 0.004363, -1.008255, 0.539852, -0.650135, -0.937417, 0.000648, 0.000314, -0.000727, 0.000515, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3394.500030, 6.200000, 6.700000, 0.000000, 0.000000, 5.300000, 4.500000, 3.000000, 4.700000, -0.010298, 0.004363, -1.008255, 0.539852, -0.649961, -0.937417, 0.000868, 0.000347, -0.000435, 0.000680, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3394.600032, 6.700000, 4.800000, 0.000000, 0.000000, 4.600000, 5.300000, 5.300000, 4.700000, -0.010298, 0.004363, -1.008255, 0.539678, -0.650135, -0.937417, 0.000993, 0.000356, -0.000201, 0.000773, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3394.699070, 4.400000, 3.500000, 0.000000, 0.000000, 5.200000, 4.700000, 3.500000, 5.600000, -0.010298, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, 0.001043, -0.000198, -0.000023, 0.000808, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3394.799065, 6.900000, 3.500000, 0.000000, 0.000000, 4.200000, 4.000000, 3.000000, 4.800000, -0.010298, 0.004363, -1.008255, 0.539503, -0.650135, -0.937417, 0.001036, -0.001142, 0.000110, 0.000800, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3394.899060, 5.500000, 4.200000, 0.000000, 0.000000, 4.300000, 5.500000, 4.000000, 7.100000, -0.010298, 0.004363, -1.008255, 0.539678, -0.650135, -0.937417, 0.000988, -0.001786, 0.000020, 0.000761, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3394.998092, 5.100000, 2.500000, 0.000000, 0.000000, 4.500000, 3.400000, 2.500000, 5.600000, -0.010298, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, 0.000912, -0.001818, -0.000046, 0.000701, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3395.098189, 2.700000, 4.400000, 0.000000, 0.000000, 5.000000, 4.000000, 5.900000, 4.800000, -0.010298, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, 0.000818, -0.001584, 0.000271, 0.000628, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3395.198091, 4.900000, 3.600000, 0.000000, 0.000000, 4.200000, 4.400000, 5.100000, 4.800000, -0.010298, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, 0.000715, -0.001528, 0.000673, 0.000548, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3395.297100, 3.500000, 3.600000, 0.000000, 0.000000, 3.500000, 4.800000, 4.200000, 4.900000, -0.010298, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, 0.000609, -0.001789, 0.000939, 0.000466, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3395.396148, 3.800000, 2.900000, 0.000000, 0.000000, 4.200000, 2.300000, 3.700000, 5.300000, -0.010298, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, 0.000507, -0.001905, 0.001096, 0.000387, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3395.495177, 6.800000, 4.200000, 0.000000, 0.000000, 2.800000, 4.000000, 4.400000, 4.400000, -0.010298, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, 0.000411, -0.001546, 0.001164, 0.000313, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3395.595171, 6.200000, 3.300000, 0.000000, 0.000000, 4.600000, 2.300000, 3.000000, 3.300000, -0.010298, 0.004363, -1.008080, 0.539503, -0.649786, -0.937417, 0.000505, -0.001218, 0.001348, 0.000246, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3395.694192, 5.100000, 3.900000, 0.000000, 0.000000, 4.700000, 3.500000, 3.500000, 4.800000, -0.010298, 0.004363, -1.008255, 0.539503, -0.649786, -0.937417, 0.000736, -0.001292, 0.001791, 0.000186, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3395.794188, 6.300000, 3.400000, 0.000000, 0.000000, 3.100000, 3.300000, 6.800000, 4.900000, -0.010298, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, 0.000691, -0.001474, 0.002041, 0.000135, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3395.893238, 5.000000, 4.400000, 0.000000, 0.000000, 3.800000, 3.300000, 3.800000, 6.700000, -0.010298, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, 0.000448, -0.001546, 0.001774, 0.000091, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3395.993259, 5.300000, 4.300000, 0.000000, 0.000000, 3.700000, 4.000000, 3.200000, 4.200000, -0.010298, 0.004363, -1.008255, 0.539503, -0.649961, -0.937417, 0.000251, -0.001535, 0.001323, 0.000056, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3396.093262, 3.000000, 6.600000, 0.000000, 0.000000, 4.900000, 4.000000, 3.200000, 3.500000, -0.010298, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, 0.000096, -0.001280, 0.000937, 0.000027, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
3396.193251, 4.700000, 3.900000, 0.000000, 0.000000, 4.500000, 2.700000, 3.000000, 4.200000, -0.010298, 0.004363, -1.008255, 0.539678, -0.649961, -0.937417, -0.000021, -0.000676, 0.000616, 0.000006, 4689499908052154368.000000, 4706124876731681792.000000, 4640219533109644288.000000, 457.307709, 618.178894, 5197.625000
